Table Key,Building ID, School Dist.
98993,0,26
60738,0,30
113834,adc60175c23f23a9b3cf3899c7cf4842,28
3595,eb500991aea46328d68e1e9713d96d96,2
51934,cd1db7d5bf28939431491e71f04538aa,28
17123,91ca846d4a661b964fd0342af808e602,28
28279,11e1dec9d14b1a9e528386a2504b3afc,28
17822,dca4a069cda50ddd78f54e3a8d313f13,28
66924,85421373ff71470947941385deb9b101,28
54041,0,28
57961,5565db9b7cba3603834c4aa6f2950960,30
30544,0,28
76710,67da189c736c7a3869ba9c98425ea254,28
90100,8b4babec70084a44f7b14506bd569a77,28
122882,ec12b4db154a9c75983f5e32edd93843,28
3231,c08d7e3699bea3de24ec26f6ef4c4ddd,29
58656,919a4d595ab559d89e2851678a19c7e8,32
107140,df82182b49b396dd8bc337411f9bfffd,28
3960,216377a6c7d73665e5a15db7663b1ef4,29
11811,ce6d18bf3238e668b2bf23f4110b7b67,28
65257,39f2ecf8223a68e43213c3d0f6ca4366,28
4454,f54dccf9a3ddb28dadd75a16fd2ebaf2,28
9968,0,27
26057,18f6eb16d2f3e9885cb4a5d0a40791c6,28
106813,67640f5755d720ca5bb42144b50d08dc,28
80290,96274288c84ddd7d5c5d8e425ee75027,28
96968,ab9d48957d5c88f73ff7039181ca9b32,28
85711,0,28
56376,fe5377d39135022720f82d58148a18c8,23
56343,0,10
3622,058890aa22822b40c839add9a4af8bf1,29
34021,29b949ddb15f5b570c7e993b2af95836,28
39082,f4507ddedb546019d059629dfad46d8e,24
100273,fe9f90aa15d419632d24cf3036a203d5,28
98747,0,27
69345,3298ce7d107e3990e5028c15f35dc3d8,29
540,0,27
112547,cb540b447e7b0c5a870e0ce9039f7c8d,28
123492,11e1dec9d14b1a9e528386a2504b3afc,28
42480,33fa7be8ea2ffc6353af117cab78f569,28
28923,ec12b4db154a9c75983f5e32edd93843,28
29693,29cacebeb9e41c2070afd3786befc640,29
101192,7bb43faedaa98b0a6d1e8b1195515551,28
30191,2d4de807c29963b5aac44d4300e35dc9,25
37024,6c2e94da6d0b0167039ab2c642f4b80e,28
94590,eb4a89fa59ccddd7ff88fa63d2848291,28
23780,9c2670d5a63d35d05ead7b06d545f0e0,13
87063,0,28
27674,5a922b81c28dd44b2ffadf603c90c0d5,28
17282,704cd87f911e992a719f346d8d3c4c1e,28
96751,a012d229cedc81e635aeaff1d4452095,28
88027,81062936e12ee5fa6cd2b965698e17d5,28
65401,cd5dbf58ff7014957be69643a96aaaf5,28
122832,2e75eda77b5f2df78023443f0c5ea4e4,28
49241,046f3a231658321a14a75e7769f4e3a6,28
